下午3:59 - 2017年11月30日," What are the SDGs? Well.... @UNACanada #TeachSDGspic.twitter.com/iZApa7Ir8g "
上午4:53 - 2017年11月13日," Did you know? Ghana Chamber of Telecommunications, Ghanaian Government and UNDP are to work together to harness the power of mobile to deliver life-enhancing services and support the SDGs in Ghana. Power Of #Mobile  Stay #Connected Enabling #Communication #Digital #Distributionpic.twitter.com/qqDT1PMutw "
上午4:52 - 2017年11月13日," Must Move Forward w Maximum Urgency   #ActOnClimate w #PeopleWays #netzeroNYC2020 #SDGs #CarFreeNYC #CarFreeMegaCities #VisionZero @NYCMayor @NYCCouncil @NYC_DOThttps://twitter.com/PaulEDawson/status/929980905481035777?? "
上午4:51 - 2017年11月13日," Speaking on STI Policy for SDGs and Transformative Change at Parliamentary Office of Science and Technology (POST) UK, with Delegation from Ugandan Govt parliament Committee on Science and Technology @SPRU @POST_UKpic.twitter.com/5jkZ0b9JaQ "
上午4:49 - 2017年11月13日," How might we escape being captured by BAU when designing #FlourishingGoals 2transcend #SDGs? Prof Esser offers cautions http://www.bos-cbscsr.dk/2017/11/13/sustainable-development-goals-elite-pluralism-not-democratic-governance/?? #Movement4Flourishing #GlobalGoals cc #NewMetrics friendspic.twitter.com/bfzbgjNQnD "
上午4:49 - 2017年11月13日," What little bit of good could you do today? #WorldKindnessDay #worldkindnessday2017 #SDGs #SocialImpactpic.twitter.com/8xXZjzWWfQ "
上午4:48 - 2017年11月13日," The UN mandate is to help countries implement SDGs .. #COP23 #Adaptation #YouthInAgri #Youth4Aghttps://www.pscp.tv/w/bNg6sDF4ZUVXeWVOUmRES1B8MVJEeGxuT2VFbG1HTN3oLhzxlqt-UQg57g4Wb0V-i0iL39zNs9sW_vVPxY1v?? "
上午4:47 - 2017年11月13日," This fund seeks to accelerate business solutions for the SDGs http://grn.bz/q6z? via @GreenBiz "
上午4:46 - 2017年11月13日," Business and Politics have to meet the expectations of young people #EndCoal #GenderEquality #SustainableFinance #SDGs pic.twitter.com/DhKanMPLbE "
上午4:46 - 2017年11月13日," Now is critical, not decades from now  #ActOnClimate w #PeopleWays #netzeroNYC2020 #SDGs #CarFreeNYC #CarFreeMegaCities #VisionZero @NYCMayor @NYCCouncil @NYC_DOThttps://articles.nj.com/opinion/index.ssf/2017/11/qa_with_robert_kopp_the_rutgers_climatologist_the.amp?? "
上午4:46 - 2017年11月13日," 7/7a. #AnambraDebates #AnambraDecides2017 #OHO Need to PRIORITIZE sectoral dev in Anambra and also make it INCLUSIVE. The current admin launched SDGs to fanfare and we've requested baseline sectoral reports/data & they've NOT provided any. OBAZE grasps ANIDS-MDGs-SDGs INTEGRATION "
上午4:41 - 2017年11月13日," Great! Good work @ossap_sdgs team "
上午4:41 - 2017年11月13日," Our common future: @yooHannes refers to important role of #SDGs for #ParisAgreement! #cop23pic.twitter.com/T4ladBy0Pr "
下午3:58 - 2017年11月12日," Why not use @Facebook #algorithmic #data labs to solve for #SDGs? @UNGlobalPulse - better than not trying. @un_sifhttps://labs.rs/en/facebook-algorithmic-factory-immaterial-labour-and-data-harvesting/?? "
下午3:58 - 2017年11月12日," From ESG to SDGs: An Investor?s Perspective on Sustainability Reporting | Sustainable Brands https://buff.ly/2yLqLT8? from friend and colleague @SteveSchuethpic.twitter.com/QdpKt4kLLY "
下午3:57 - 2017年11月12日," Did you know @UN #SDGs in Action app is available in 6 official UN languages? Download now & learn more http://sdgsinaction.com? #GlobalGoals @TheGlobalGoals @GlobalGoalsUN @ConnectSDGs @ConnectSDGs @MYWorld2030 @TheWorldsLesson @WorldWeWant2030 @SDGMediaZone @berniehollywoodpic.twitter.com/NQsGaB0NW9 "
下午3:57 - 2017年11月12日," I?m honoured to lead the 2018 JCI UN & External Affairs Committee. I can?t wait to connect with #JCI members and wider communities. #SDGs #GlobalGoals #betterfuture #JCIUNEAC2018https://twitter.com/jciaustralia/status/929860173136646144?? "
下午3:55 - 2017年11月12日," Congratulations to our 2015 National President Suzi Chen from @jcieastern for being appointed the chair for 2018 JCI UN & External Affairs Committee. #SDGs #JCIUNEAC2018 #GlobalGoals #GoAustralia #WeAreJCI @chensuzipic.twitter.com/ziO0ONZIJa "
下午3:51 - 2017年11月12日," A very well-done digital piece from @UN_Women! #SDGs https://twitter.com/cathmckenna/status/929754099049955329?? "
下午3:51 - 2017年11月12日," #Startup & Venture Capital: A Strong Woman's Job - An Interview with #VC @AnnaBoffetta https://buff.ly/2zwMRrW? #sdgs pic.twitter.com/rW9jsMYXJu "
下午3:48 - 2017年11月12日," Hey @UofT! #CANYouth4SDGs is coming to your campus on November 22nd. SDGs training, networking and skills development. Sign up here: https://www.eventbrite.ca/e/sustainable-development-goals-youth-training-university-of-toronto-stgeorge-tickets-35112940751?? "
下午3:42 - 2017年11月12日," Great session today in Rome with @UN Deputy Secretary General @AminaJMohammed focused on acceleration of #SDGs implementation. @UN_Womenpic.twitter.com/FnxCMl0m1D "
下午3:38 - 2017年11月12日," Thank you dear Alice for being such a great partner towards #globalgoals #SDGs #climateaction #Cop23https://twitter.com/alicekorngold/status/929750605438038016?? "
下午3:32 - 2017年11月12日," Great to see the great @Together_2030 @infoCEPEI Philipp Schonrock representing us at this important meeting. #Agenda2030 #SDGs https://twitter.com/aminajmohammed/status/929703041233760257?? "
下午3:32 - 2017年11月12日," Friends @MGMResortsIntl, thanks for your hospitality!  .pls see link ..great performer to raise funds for #SDGs https://www.youtube.com/watch?v=5OAcWXUazUU&sns=tw?? via @youtube "
下午3:23 - 2017年11月12日," Don?t bet against #nature. #SDGs @UNFCCC https://twitter.com/planetepics/status/929687722679263232?? "
下午3:04 - 2017年11月12日," Should be an awesome course from which most of us could learn!  #HumanRights intersect w/ all #SDGs. Reaching SDGs requires valuing them. https://twitter.com/joinsolidground/status/929710709256138752?? "
下午2:58 - 2017年11月12日," Attending the @DakarForum this week? Join the ENACT side event on #organisedcrime, #armstrafficking and #SDGs on Tuesday https://twitter.com/dakarforum/status/929681343746854913?? "
下午2:55 - 2017年11月12日," Interview with @Hassan_tareqye founder of the Arab Youth Network for Sustainable Development as well as SDGs Ambassador @Awwad_Nouhad From Lebanon regarding Arab Youth Participation during #COP23http://jordantimes.com/news/local/youth-mobilise-say-climate-change-policymaking?? "
下午2:52 - 2017年11月12日," #SDGs an important tool for #injury #prevention Goal 3.2 won't be achieved unless #injury is addressed @jwp2376 #AIPN17pic.twitter.com/9PhcY7YPQM "
下午2:50 - 2017年11月12日," Proud of Kate Gilmore @ohchr - former Deputy Chief of @UNFPA continues to speak out for sexual and reproductive health and rights #SDGs https://twitter.com/GirlsGlobe/status/929832023191097347?? "
下午2:49 - 2017年11月12日," We call on world leaders at #UNGA to help children outside of families by ensuring #AllChildrenCount in the #SDGs. #Hopeland "
下午2:48 - 2017年11月12日," '@WorldBank P. Sauve on key priorities in trade & investment for #APEC developing countries to achieve #SDGs. pic.twitter.com/KG2BDtaS12 @UNESCAP "
下午2:41 - 2017年11月12日," This is amazing! Well done and what innovation in bringing #SDGs and #Renewables4Climate together as solutions @SDGaction @Refugees @GermanyDiplo "
下午2:40 - 2017年11月12日," Wonderful, easy way of learning about and sharing SDGs.  https://gamethegoals.com/thankyou.html?thankyou=16?? "
下午2:34 - 2017年11月12日," Companies Upgrade #Sustainability #Disclosures - '#IntegratedReporting is moving non-financial reporting further into the mainstream' #IR #ESG #SDGs https://buff.ly/2meUa2n?pic.twitter.com/9Ynxu14MYa "
下午2:32 - 2017年11月12日," Private sector role in #globaldev must go beyond financing. @clairemelamed from @Data4SDGs explains how #data can help sustainable businesses grow while also contributing to #SDGs. #data4devhttp://bit.ly/dataforbiz? "
下午2:23 - 2017年11月12日," Thailand: Consultancy: Strengthening the Baseline for Sustainable and Development Goals (SDGs) - http://thailand.jobrat.net/2017/11/13/thailand-consultancy-strengthening-the-baseline-for-sustainable-and-development-goals-sdgs/?? "
下午2:20 - 2017年11月12日," In collaboration with the Rotary Club of Yeovil we are raising funds to rebuild a school after the earthquakes in Nepal... http://bit.ly/2yw147c? #GlobalDev #Education #SDGs #SDG4https://twitter.com/Rotary/status/929834449709154305?? "
下午2:16 - 2017年11月12日," SISG_ susan_hammel Totally agree... perhaps racial justice and equity considerations could integrated into one of the categories? #SDGs "
下午2:15 - 2017年11月12日," Totally agree... perhaps racial justice and equity considerations could integrated into one of the categories? #SDGs "
下午2:14 - 2017年11月12日," In working to meet the SDGs,  leaders must invest in child health with redoubled efforts to prevent & control childhood pneumonia #WPD2017 "
下午2:09 - 2017年11月12日," YES! Romania and @mirelatanc join #ProjectSUSTAIN using @Soundtrap to make an album for a better future! #TeachSDGs #SDGs #Soundtrap #EdTech #MIEExpert #MusicEducation Check out the track list so far and add your country and class today! @fredposse @peema http://www.bbtnb.com/projectsustain.html??pic.twitter.com/Di6epzVsau "
下午2:07 - 2017年11月12日," Don't burn plastic, Do not throw plastic in rivers or sea to support sustainable development. #SDGs #UnitedNation  .@UN_Spokesperson @UN #BluePlanet2 @India-Pacific @UNVolunteers "
下午2:04 - 2017年11月12日," Support agenda of 17 Goals for sustainable development. #SDGs #UnitedNation  .@UN_Spokesperson @UN #BluePlanet2 @India-Pacific @UNVolunteers "
下午1:59 - 2017年11月12日," Have you read the Government of Canada's Sustainable Development Strategy? https://www.canada.ca/en/services/environment/conservation/sustainability/federal-sustainable-development-strategy.html?? #SDGs @Canada "
下午1:57 - 2017年11月12日," This planet will not remain blue or green for long time, if we will not protect nature, environment. #SDGs #BluePlanet2 "
下午1:56 - 2017年11月12日," http://ResearchResearch.com? interview @PeterGluckman about #INGSA2030 new draft Manifesto for Science Advice and the #SDGs - https://goo.gl/nqjo6n? - "You will see in the manifesto a very specific recommendation that a proper science advisory board is set up for the UN" #Sciadvicepic.twitter.com/00Jv7AS9ee "
下午1:53 - 2017年11月12日," Not? Than what is? We see biz as the best vehicle, especially when they collaborate. #sdgs #collaborationhttps://twitter.com/erinchsahan/status/929471744439672837?? "
下午1:46 - 2017年11月12日," #SustainabilityShuffle is a #SDGs #MinecraftEDU project travelling around the world! #TeachSDGs #Minecraft #MineconEarth #EdTech #MIEExpert #GBL #GlobalGoals #Malaysia #Ireland #Australia #USA #Turkey #Spain #Italy #Israel #Canada #England #Portugal  Here> http://www.BBTNB.com/SDGs?pic.twitter.com/YFBUxgwy9W "
下午1:42 - 2017年11月12日," Yesterday, I had an amazing session on the #SDGs with 2 high school clubs at Gahini SC in #Rwanda . After this, they had a time to brainstorm on small steps they can take to help achieve one or more goal in their communities. Grateful for @UNDP_Rwanda n @SDSNYouth #KnowYourGoalspic.twitter.com/1b4j81Mr23 "
下午1:34 - 2017年11月12日," In line with the @UN's #SDGs, We at Nelsprings Foundation align ourselves to #SDG1, #SDG2, #SDG3, #SDG4, and #SDG5. #HelpUsGiveMillionsHOPE "
下午1:34 - 2017年11月12日," Everybody's #smiling, so #happy to welcome @Schwarzenegger @PEspinosaC @Regions20 @GovPressOffice at @COP23 @UNFCCC @COP22 @COP21 @ : #WeAreStillIn .  we love you @USATODAY @usa #ParisAgreement @bonn_fiji @BonnLAB @COP23Bonn @UNVolunteers @Paris #SDGs pic.twitter.com/ROoLQEQj53 "
下午1:32 - 2017年11月12日," UN SG @antonioguterres:Energy is the golden thread that connects all the SDGs,focused on sustainability &inclusivity http://bit.ly/2zYmvMn? "
下午1:31 - 2017年11月12日," Goal 12: IEs Bring Profitability to Non Profits - @iisenet LA Chapter & @AbilityFirstLA http://bit.ly/2i41H0t? #SDGs #nonprofits #engineerspic.twitter.com/hSJU0AtIXU "
下午1:30 - 2017年11月12日," Day 6 #goal6 #cleanwater & #sanitation clean water is an every day basic human right-too many R suffering contaminated water & illness/death http://www.letsruntherace.com? #isupportgoal6 #SDGs #theglobalgoals #humanrights Read more @http://letsruntherace.com/2017/11/12/sdgs-goal-6-clean-water-sanitation/?? "
下午1:30 - 2017年11月12日," Are your brand's plans to meet the UN #SDGs precise enough & backed by the right #NewMetrics to succeed?http://sbshare.co/2xWVdFw? "
下午1:29 - 2017年11月12日," A new edition of the daily Global Education Report newsletter is out! #globaled #globaled17! http://www.globaledevents.com/the-global-education-report.html?? Thanks to @BIEpbl #sdgs "
下午1:29 - 2017年11月12日," Sunrise Academy needs your help!! https://youtu.be/PtzCjgvq13c? #psychology #health #houston #philanthropy #noew2017 #sdgs #csr #mentalhealth "
下午1:27 - 2017年11月12日," @DeliaFerreira quite right: #business can help recycle under-utilized data to create #publicvalue & support #SDGs https://twitter.com/deliaferreira/status/929822093151297544?? "
下午1:22 - 2017年11月12日," Retweeted SDG2030 (@SDG2030):  #SDGs  1-No Poverty 2-No Hunger 3-Health 4-Education 5-Gender = 6-Water&... http://fb.me/92NmlFiUF? "
下午1:17 - 2017年11月12日," Our Educational systems should help raise human capital, equipping children and youths with skills needed for worthy employments, innovative entrepreneurship and ethical civic and political Leadership.   @SDGoals @SDGFund @SDG2030 #Quality Education #goal4 #SDGs @UN @UN4Youth "
下午1:14 - 2017年11月12日," To truly end global poverty and achieve the Goals, we?ll need many different folks around the table. Creating a common language for all actors is critical and we should continue to commit to learning from those who are experimenting. #SDGs "
下午1:14 - 2017年11月12日," @alexandra_epiro Awesome#SDGs #TeachSDGs #GlobalGoals #WorldLessonshttps://twitter.com/alexandra_epiro/status/929379893657456641?? "
下午1:09 - 2017年11月12日," Can we have an educational system that is inclusive, accessible and truly impacting.  Can the education system in developing countries, especially in Africa prepare our children for the future ahead? @SDGoals @SDGFund @SDG2030 #Quality Education #goal4 #SDGs @UN @UN4Youth "
下午1:09 - 2017年11月12日," What does #environmentally friendly #fashion looks like? Interview with @BluerDenim Ceo Jeffrey Shafer  https://buff.ly/2mhIiMH? #SDGs pic.twitter.com/X683Mst2vY "
下午1:03 - 2017年11月12日," Indeed, the ?outcome? from our organization?s vision, missions, values and strategic goals must have clear links to these SDGs. It should be a top down goal setting starting from the SDGs. @aboulkaire @CAZACUOfelia @DrTedros @DrSenait @PeterASinger "
下午1:02 - 2017年11月12日," @SDG2030 Goal 4 is Paramount to the achievements of all the other goals.  What are you doing about goal 4 - Quality Education   #QualityEducation #SDGs #SDGs #goal4 "
